cod_company,cod_weakness,cod_plan,objeto_social,Urgencia,Importancia,Plazo de ejecución,Complejidad,accepted
106700,2.2.9.,2.2.4.a.,Agencia creativa y de eventos,Muy urgente,Importante,6 meses,Sencillo,1
106700,2.2.9.,2.2.4.a.,Agencia creativa y de eventos,Muy urgente,Importante,6 meses,Sencillo,1
106700,2.2.9.,2.2.4.a.,Agencia creativa y de eventos,Muy urgente,Importante,6 meses,Sencillo,1
106700,2.2.9.,2.2.4.a.,Agencia creativa y de eventos,Muy urgente,Importante,6 meses,Sencillo,1
106700,2.2.9.,2.2.4.a.,Agencia creativa y de eventos,Muy urgente,Importante,6 meses,Sencillo,1
106700,2.2.9.,2.2.4.a.,Agencia creativa y de eventos,Muy urgente,Importante,6 meses,Sencillo,1
106700,2.2.9.,2.2.4.a.,Agencia creativa y de eventos,Muy urgente,Importante,6 meses,Sencillo,1
106700,3.1.1.,3.1.1.d.,Agencia creativa y de eventos,Urgente,Muy importante,3 meses,Sencillo,1
106700,3.1.1.,3.1.1.d.,Agencia creativa y de eventos,Urgente,Muy importante,3 meses,Sencillo,1
106965,3.1.1.,3.1.1.d.,Desarrollo de plataformas tecnológicas digitales para la prestación de servicios en el sector de coaching y mentoring,Urgente,Muy importante,3 meses,Sencillo,1
106965,3.1.1.,3.1.1.d.,Desarrollo de plataformas tecnológicas digitales para la prestación de servicios en el sector de coaching y mentoring,Urgente,Muy importante,3 meses,Sencillo,1
111551,6.2.2.,1.2.11.a.,Servicios de prevencion ajenos.,Muy urgente,Muy importante,4 meses,Complejo,1
111551,6.2.2.,1.2.11.a.,Servicios de prevencion ajenos.,Muy urgente,Muy importante,4 meses,Complejo,1
111551,6.2.2.,1.2.11.a.,Servicios de prevencion ajenos.,Muy urgente,Muy importante,4 meses,Complejo,1
111551,6.2.2.,1.2.11.a.,Servicios de prevencion ajenos.,Muy urgente,Muy importante,4 meses,Complejo,1
111551,6.2.2.,1.2.11.a.,Servicios de prevencion ajenos.,Muy urgente,Muy importante,4 meses,Complejo,1
111551,6.2.2.,1.2.11.a.,Servicios de prevencion ajenos.,Muy urgente,Muy importante,4 meses,Complejo,1
111551,6.2.2.,1.2.12.a.,Servicios de prevencion ajenos.,Muy urgente,Muy importante,4 meses,Complejo,1
