cod_company,cod_weakness,cod_plan,objeto_social,Urgencia,Importancia,Plazo de ejecución,Complejidad,accepted
101011,6.3.1.,6.1.1.a.,star up tecnológica,,,2 meses,Sencillo,1
101011,6.3.1.,6.1.1.a.,star up tecnológica,,,2 meses,Sencillo,1
101011,6.3.1.,6.1.1.a.,star up tecnológica,,,2 meses,Sencillo,1
101011,6.3.1.,6.1.1.a.,star up tecnológica,,,2 meses,Sencillo,1
101011,6.3.1.,6.1.1.a.,star up tecnológica,,,2 meses,Sencillo,1
101011,6.1.1.,6.1.1.a.,star up tecnológica,Urgente,Importante,2 meses,Sencillo,1
101011,6.1.1.,6.1.1.a.,star up tecnológica,Urgente,Importante,2 meses,Sencillo,1
101011,6.1.1.,6.1.1.a.,star up tecnológica,Urgente,Importante,2 meses,Sencillo,1
101011,6.1.1.,6.1.1.a.,star up tecnológica,Urgente,Importante,2 meses,Sencillo,1
101011,6.1.1.,6.1.1.a.,star up tecnológica,Urgente,Importante,2 meses,Sencillo,1
101011,3.1.1.,3.1.1.d.,star up tecnológica,Urgente,Muy importante,3 meses,Sencillo,1
101011,3.1.1.,3.1.1.d.,star up tecnológica,Urgente,Muy importante,3 meses,Sencillo,1
101011,1.2.11.,1.2.11.a.,star up tecnológica,Urgente,Importante,4 meses,Complejo,1
101011,1.2.11.,1.2.11.a.,star up tecnológica,Urgente,Importante,4 meses,Complejo,1
101011,1.2.11.,1.2.11.a.,star up tecnológica,Urgente,Importante,4 meses,Complejo,1
101011,1.2.11.,1.2.11.a.,star up tecnológica,Urgente,Importante,4 meses,Complejo,1
101011,1.2.11.,1.2.11.a.,star up tecnológica,Urgente,Importante,4 meses,Complejo,1
101011,1.2.11.,1.2.11.a.,star up tecnológica,Urgente,Importante,4 meses,Complejo,1
101011,6.3.4.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,6.3.4.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,6.3.4.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,6.3.4.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,6.3.4.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,2.2.9.,2.2.7.c.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,2.2.9.,2.2.7.c.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,2.2.9.,2.2.7.c.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,2.2.6.,2.2.4.a.,star up tecnológica,Muy urgente,Importante,6 meses,Sencillo,1
101011,2.2.6.,2.2.4.a.,star up tecnológica,Muy urgente,Importante,6 meses,Sencillo,1
101011,2.2.6.,2.2.4.a.,star up tecnológica,Muy urgente,Importante,6 meses,Sencillo,1
101011,2.2.6.,2.2.4.a.,star up tecnológica,Muy urgente,Importante,6 meses,Sencillo,1
101011,2.2.6.,2.2.4.a.,star up tecnológica,Muy urgente,Importante,6 meses,Sencillo,1
101011,2.2.6.,2.2.4.a.,star up tecnológica,Muy urgente,Importante,6 meses,Sencillo,1
101011,3.1.2.,1.2.7.a.,star up tecnológica,Muy urgente,Importante,1 mes,Complejo,1
101011,3.1.2.,1.2.7.a.,star up tecnológica,Muy urgente,Importante,1 mes,Complejo,1
101011,3.1.2.,1.2.7.a.,star up tecnológica,Muy urgente,Importante,1 mes,Complejo,1
101011,3.3.1.,3.1.1.a.,star up tecnológica,Menos urgente,Menos importante,2 meses,Sencillo,1
101011,3.3.1.,3.1.1.a.,star up tecnológica,Menos urgente,Menos importante,2 meses,Sencillo,1
101011,3.3.1.,3.1.1.a.,star up tecnológica,Menos urgente,Menos importante,2 meses,Sencillo,1
101011,3.3.1.,3.1.1.a.,star up tecnológica,Menos urgente,Menos importante,2 meses,Sencillo,1
101011,3.3.1.,3.1.1.a.,star up tecnológica,Menos urgente,Menos importante,2 meses,Sencillo,1
101011,3.3.1.,3.1.1.a.,star up tecnológica,Menos urgente,Menos importante,2 meses,Sencillo,1
101011,3.3.1.,3.1.1.a.,star up tecnológica,Menos urgente,Menos importante,2 meses,Sencillo,1
101011,3.3.1.,3.1.1.a.,star up tecnológica,Menos urgente,Menos importante,2 meses,Sencillo,1
101011,3.3.1.,3.1.1.a.,star up tecnológica,Menos urgente,Menos importante,2 meses,Sencillo,1
101011,4.2.1.,2.2.1.c.,star up tecnológica,Menos urgente,Menos importante,6 meses,Complejo,1
101011,4.2.1.,2.2.1.c.,star up tecnológica,Menos urgente,Menos importante,6 meses,Complejo,1
101011,4.2.1.,2.2.1.c.,star up tecnológica,Menos urgente,Menos importante,6 meses,Complejo,1
101011,4.2.1.,2.2.1.c.,star up tecnológica,Menos urgente,Menos importante,6 meses,Complejo,1
101011,4.2.1.,2.2.1.c.,star up tecnológica,Menos urgente,Menos importante,6 meses,Complejo,1
101011,6.1.1.,6.1.1.a.,star up tecnológica,Urgente,Importante,2 meses,Sencillo,1
101011,6.1.1.,6.1.1.a.,star up tecnológica,Urgente,Importante,2 meses,Sencillo,1
101011,6.1.1.,6.1.1.a.,star up tecnológica,Urgente,Importante,2 meses,Sencillo,1
101011,6.1.1.,6.1.1.a.,star up tecnológica,Urgente,Importante,2 meses,Sencillo,1
101011,6.1.1.,6.1.1.a.,star up tecnológica,Urgente,Importante,2 meses,Sencillo,1
101011,3.2.1.,1.2.7.a.,star up tecnológica,Urgente,Importante,1 mes,Complejo,1
101011,3.2.1.,1.2.7.a.,star up tecnológica,Urgente,Importante,1 mes,Complejo,1
101011,3.2.1.,1.2.7.a.,star up tecnológica,Urgente,Importante,1 mes,Complejo,1
101011,1.2.7.,1.2.7.a.,star up tecnológica,Urgente,Muy importante,1 mes,Complejo,1
101011,1.2.7.,1.2.7.a.,star up tecnológica,Urgente,Muy importante,1 mes,Complejo,1
101011,1.2.7.,1.2.7.a.,star up tecnológica,Urgente,Muy importante,1 mes,Complejo,1
101011,6.3.1.,3.1.1.a.,star up tecnológica,,,2 meses,Sencillo,1
101011,6.3.1.,3.1.1.a.,star up tecnológica,,,2 meses,Sencillo,1
101011,6.3.1.,3.1.1.a.,star up tecnológica,,,2 meses,Sencillo,1
101011,6.3.1.,3.1.1.a.,star up tecnológica,,,2 meses,Sencillo,1
101011,6.3.1.,3.1.1.a.,star up tecnológica,,,2 meses,Sencillo,1
101011,6.3.1.,3.1.1.a.,star up tecnológica,,,2 meses,Sencillo,1
101011,6.3.1.,3.1.1.a.,star up tecnológica,,,2 meses,Sencillo,1
101011,6.3.1.,3.1.1.a.,star up tecnológica,,,2 meses,Sencillo,1
101011,6.3.1.,3.1.1.a.,star up tecnológica,,,2 meses,Sencillo,1
101011,6.3.3.,6.1.1.a.,star up tecnológica,Muy urgente,Muy importante,2 meses,Sencillo,1
101011,6.3.3.,6.1.1.a.,star up tecnológica,Muy urgente,Muy importante,2 meses,Sencillo,1
101011,6.3.3.,6.1.1.a.,star up tecnológica,Muy urgente,Muy importante,2 meses,Sencillo,1
101011,6.3.3.,6.1.1.a.,star up tecnológica,Muy urgente,Muy importante,2 meses,Sencillo,1
101011,6.3.3.,6.1.1.a.,star up tecnológica,Muy urgente,Muy importante,2 meses,Sencillo,1
101011,6.3.4.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,6.3.4.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,6.3.4.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,6.3.4.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,6.3.4.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,4.2.1.,2.2.1.c.,star up tecnológica,Menos urgente,Menos importante,6 meses,Complejo,1
101011,4.2.1.,2.2.1.c.,star up tecnológica,Menos urgente,Menos importante,6 meses,Complejo,1
101011,4.2.1.,2.2.1.c.,star up tecnológica,Menos urgente,Menos importante,6 meses,Complejo,1
101011,4.2.1.,2.2.1.c.,star up tecnológica,Menos urgente,Menos importante,6 meses,Complejo,1
101011,4.2.1.,2.2.1.c.,star up tecnológica,Menos urgente,Menos importante,6 meses,Complejo,1
101011,2.2.1.,2.2.1.c.,star up tecnológica,Urgente,Importante,6 meses,Complejo,1
101011,2.2.1.,2.2.1.c.,star up tecnológica,Urgente,Importante,6 meses,Complejo,1
101011,2.2.1.,2.2.1.c.,star up tecnológica,Urgente,Importante,6 meses,Complejo,1
101011,2.2.1.,2.2.1.c.,star up tecnológica,Urgente,Importante,6 meses,Complejo,1
101011,2.2.1.,2.2.1.c.,star up tecnológica,Urgente,Importante,6 meses,Complejo,1
101011,2.2.3.,2.2.1.c.,star up tecnológica,Muy urgente,Importante,6 meses,Complejo,1
101011,2.2.3.,2.2.1.c.,star up tecnológica,Muy urgente,Importante,6 meses,Complejo,1
101011,2.2.3.,2.2.1.c.,star up tecnológica,Muy urgente,Importante,6 meses,Complejo,1
101011,2.2.3.,2.2.1.c.,star up tecnológica,Muy urgente,Importante,6 meses,Complejo,1
101011,2.2.3.,2.2.1.c.,star up tecnológica,Muy urgente,Importante,6 meses,Complejo,1
101011,2.2.2.,2.2.1.c.,star up tecnológica,,,6 meses,Complejo,1
101011,2.2.2.,2.2.1.c.,star up tecnológica,,,6 meses,Complejo,1
101011,2.2.2.,2.2.1.c.,star up tecnológica,,,6 meses,Complejo,1
101011,2.2.2.,2.2.1.c.,star up tecnológica,,,6 meses,Complejo,1
101011,2.2.2.,2.2.1.c.,star up tecnológica,,,6 meses,Complejo,1
101011,2.2.3.,2.2.1.c.,star up tecnológica,Muy urgente,Importante,6 meses,Complejo,1
101011,2.2.3.,2.2.1.c.,star up tecnológica,Muy urgente,Importante,6 meses,Complejo,1
101011,2.2.3.,2.2.1.c.,star up tecnológica,Muy urgente,Importante,6 meses,Complejo,1
101011,2.2.3.,2.2.1.c.,star up tecnológica,Muy urgente,Importante,6 meses,Complejo,1
101011,2.2.3.,2.2.1.c.,star up tecnológica,Muy urgente,Importante,6 meses,Complejo,1
101011,3.4.1.,3.1.1.a.,star up tecnológica,Urgente,Importante,2 meses,Sencillo,1
101011,3.4.1.,3.1.1.a.,star up tecnológica,Urgente,Importante,2 meses,Sencillo,1
101011,3.4.1.,3.1.1.a.,star up tecnológica,Urgente,Importante,2 meses,Sencillo,1
101011,3.4.1.,3.1.1.a.,star up tecnológica,Urgente,Importante,2 meses,Sencillo,1
101011,3.4.1.,3.1.1.a.,star up tecnológica,Urgente,Importante,2 meses,Sencillo,1
101011,3.4.1.,3.1.1.a.,star up tecnológica,Urgente,Importante,2 meses,Sencillo,1
101011,3.4.1.,3.1.1.a.,star up tecnológica,Urgente,Importante,2 meses,Sencillo,1
101011,3.4.1.,3.1.1.a.,star up tecnológica,Urgente,Importante,2 meses,Sencillo,1
101011,3.4.1.,3.1.1.a.,star up tecnológica,Urgente,Importante,2 meses,Sencillo,1
101011,6.3.2.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,6.3.2.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,6.3.2.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,6.3.2.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,6.3.2.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,2.2.2.,2.2.1.g.,star up tecnológica,,,3 meses,Sencillo,1
101011,2.2.2.,2.2.1.g.,star up tecnológica,,,3 meses,Sencillo,1
101011,2.2.2.,2.2.1.g.,star up tecnológica,,,3 meses,Sencillo,1
101011,6.1.1.,6.1.1.a.,star up tecnológica,Urgente,Importante,2 meses,Sencillo,1
101011,6.1.1.,6.1.1.a.,star up tecnológica,Urgente,Importante,2 meses,Sencillo,1
101011,6.1.1.,6.1.1.a.,star up tecnológica,Urgente,Importante,2 meses,Sencillo,1
101011,6.1.1.,6.1.1.a.,star up tecnológica,Urgente,Importante,2 meses,Sencillo,1
101011,6.1.1.,6.1.1.a.,star up tecnológica,Urgente,Importante,2 meses,Sencillo,1
101011,6.3.3.,6.1.1.a.,star up tecnológica,Muy urgente,Muy importante,2 meses,Sencillo,1
101011,6.3.3.,6.1.1.a.,star up tecnológica,Muy urgente,Muy importante,2 meses,Sencillo,1
101011,6.3.3.,6.1.1.a.,star up tecnológica,Muy urgente,Muy importante,2 meses,Sencillo,1
101011,6.3.3.,6.1.1.a.,star up tecnológica,Muy urgente,Muy importante,2 meses,Sencillo,1
101011,6.3.3.,6.1.1.a.,star up tecnológica,Muy urgente,Muy importante,2 meses,Sencillo,1
101011,6.2.2.,1.2.11.a.,star up tecnológica,Muy urgente,Muy importante,4 meses,Complejo,1
101011,6.2.2.,1.2.11.a.,star up tecnológica,Muy urgente,Muy importante,4 meses,Complejo,1
101011,6.2.2.,1.2.11.a.,star up tecnológica,Muy urgente,Muy importante,4 meses,Complejo,1
101011,6.2.2.,1.2.11.a.,star up tecnológica,Muy urgente,Muy importante,4 meses,Complejo,1
101011,6.2.2.,1.2.11.a.,star up tecnológica,Muy urgente,Muy importante,4 meses,Complejo,1
101011,6.2.2.,1.2.11.a.,star up tecnológica,Muy urgente,Muy importante,4 meses,Complejo,1
101011,6.1.1.,6.1.1.a.,star up tecnológica,Urgente,Importante,2 meses,Sencillo,1
101011,6.1.1.,6.1.1.a.,star up tecnológica,Urgente,Importante,2 meses,Sencillo,1
101011,6.1.1.,6.1.1.a.,star up tecnológica,Urgente,Importante,2 meses,Sencillo,1
101011,6.1.1.,6.1.1.a.,star up tecnológica,Urgente,Importante,2 meses,Sencillo,1
101011,6.1.1.,6.1.1.a.,star up tecnológica,Urgente,Importante,2 meses,Sencillo,1
101011,6.3.1.,6.1.1.a.,star up tecnológica,,,2 meses,Sencillo,1
101011,6.3.1.,6.1.1.a.,star up tecnológica,,,2 meses,Sencillo,1
101011,6.3.1.,6.1.1.a.,star up tecnológica,,,2 meses,Sencillo,1
101011,6.3.1.,6.1.1.a.,star up tecnológica,,,2 meses,Sencillo,1
101011,6.3.1.,6.1.1.a.,star up tecnológica,,,2 meses,Sencillo,1
101011,6.2.2.,1.2.11.a.,star up tecnológica,Muy urgente,Muy importante,4 meses,Complejo,1
101011,6.2.2.,1.2.11.a.,star up tecnológica,Muy urgente,Muy importante,4 meses,Complejo,1
101011,6.2.2.,1.2.11.a.,star up tecnológica,Muy urgente,Muy importante,4 meses,Complejo,1
101011,6.2.2.,1.2.11.a.,star up tecnológica,Muy urgente,Muy importante,4 meses,Complejo,1
101011,6.2.2.,1.2.11.a.,star up tecnológica,Muy urgente,Muy importante,4 meses,Complejo,1
101011,6.2.2.,1.2.11.a.,star up tecnológica,Muy urgente,Muy importante,4 meses,Complejo,1
101011,4.4.2.,4.4.2.a.,star up tecnológica,Urgente,Importante,1 mes,Sencillo,1
101011,4.4.2.,4.4.2.a.,star up tecnológica,Urgente,Importante,1 mes,Sencillo,1
101011,3.4.1.,1.2.11.a.,star up tecnológica,Urgente,Importante,4 meses,Complejo,1
101011,3.4.1.,1.2.11.a.,star up tecnológica,Urgente,Importante,4 meses,Complejo,1
101011,3.4.1.,1.2.11.a.,star up tecnológica,Urgente,Importante,4 meses,Complejo,1
101011,3.4.1.,1.2.11.a.,star up tecnológica,Urgente,Importante,4 meses,Complejo,1
101011,3.4.1.,1.2.11.a.,star up tecnológica,Urgente,Importante,4 meses,Complejo,1
101011,3.4.1.,1.2.11.a.,star up tecnológica,Urgente,Importante,4 meses,Complejo,1
101011,6.3.2.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,6.3.2.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,6.3.2.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,6.3.2.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,6.3.2.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,6.3.3.,6.1.1.a.,star up tecnológica,Muy urgente,Muy importante,2 meses,Sencillo,1
101011,6.3.3.,6.1.1.a.,star up tecnológica,Muy urgente,Muy importante,2 meses,Sencillo,1
101011,6.3.3.,6.1.1.a.,star up tecnológica,Muy urgente,Muy importante,2 meses,Sencillo,1
101011,6.3.3.,6.1.1.a.,star up tecnológica,Muy urgente,Muy importante,2 meses,Sencillo,1
101011,6.3.3.,6.1.1.a.,star up tecnológica,Muy urgente,Muy importante,2 meses,Sencillo,1
101011,6.3.4.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,6.3.4.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,6.3.4.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,6.3.4.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,6.3.4.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,3.3.1.,1.2.11.a.,star up tecnológica,Menos urgente,Menos importante,4 meses,Complejo,1
101011,3.3.1.,1.2.11.a.,star up tecnológica,Menos urgente,Menos importante,4 meses,Complejo,1
101011,3.3.1.,1.2.11.a.,star up tecnológica,Menos urgente,Menos importante,4 meses,Complejo,1
101011,3.3.1.,1.2.11.a.,star up tecnológica,Menos urgente,Menos importante,4 meses,Complejo,1
101011,3.3.1.,1.2.11.a.,star up tecnológica,Menos urgente,Menos importante,4 meses,Complejo,1
101011,3.3.1.,1.2.11.a.,star up tecnológica,Menos urgente,Menos importante,4 meses,Complejo,1
101011,6.3.2.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,6.3.2.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,6.3.2.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,6.3.2.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101011,6.3.2.,6.1.1.a.,star up tecnológica,Muy urgente,Importante,2 meses,Sencillo,1
101012,6.3.1.,3.1.1.a.,,,,2 meses,Sencillo,1
101012,6.3.1.,3.1.1.a.,,,,2 meses,Sencillo,1
101012,6.3.1.,3.1.1.a.,,,,2 meses,Sencillo,1
101012,6.3.1.,3.1.1.a.,,,,2 meses,Sencillo,1
101012,6.3.1.,3.1.1.a.,,,,2 meses,Sencillo,1
101012,6.3.1.,3.1.1.a.,,,,2 meses,Sencillo,1
101012,6.3.1.,3.1.1.a.,,,,2 meses,Sencillo,1
101012,6.3.1.,3.1.1.a.,,,,2 meses,Sencillo,1
101012,6.3.1.,3.1.1.a.,,,,2 meses,Sencillo,1
101012,3.4.1.,3.1.1.a.,,Urgente,Importante,2 meses,Sencillo,1
101012,3.4.1.,3.1.1.a.,,Urgente,Importante,2 meses,Sencillo,1
101012,3.4.1.,3.1.1.a.,,Urgente,Importante,2 meses,Sencillo,1
101012,3.4.1.,3.1.1.a.,,Urgente,Importante,2 meses,Sencillo,1
101012,3.4.1.,3.1.1.a.,,Urgente,Importante,2 meses,Sencillo,1
101012,3.4.1.,3.1.1.a.,,Urgente,Importante,2 meses,Sencillo,1
101012,3.4.1.,3.1.1.a.,,Urgente,Importante,2 meses,Sencillo,1
101012,3.4.1.,3.1.1.a.,,Urgente,Importante,2 meses,Sencillo,1
101012,3.4.1.,3.1.1.a.,,Urgente,Importante,2 meses,Sencillo,1
101012,6.3.4.,6.1.1.a.,,Muy urgente,Importante,2 meses,Sencillo,1
101012,6.3.4.,6.1.1.a.,,Muy urgente,Importante,2 meses,Sencillo,1
101012,6.3.4.,6.1.1.a.,,Muy urgente,Importante,2 meses,Sencillo,1
101012,6.3.4.,6.1.1.a.,,Muy urgente,Importante,2 meses,Sencillo,1
101012,6.3.4.,6.1.1.a.,,Muy urgente,Importante,2 meses,Sencillo,1
101012,6.3.3.,6.1.1.a.,,Muy urgente,Muy importante,2 meses,Sencillo,1
101012,6.3.3.,6.1.1.a.,,Muy urgente,Muy importante,2 meses,Sencillo,1
101012,6.3.3.,6.1.1.a.,,Muy urgente,Muy importante,2 meses,Sencillo,1
101012,6.3.3.,6.1.1.a.,,Muy urgente,Muy importante,2 meses,Sencillo,1
101012,6.3.3.,6.1.1.a.,,Muy urgente,Muy importante,2 meses,Sencillo,1
101012,6.3.2.,6.1.1.a.,,Muy urgente,Importante,2 meses,Sencillo,1
101012,6.3.2.,6.1.1.a.,,Muy urgente,Importante,2 meses,Sencillo,1
101012,6.3.2.,6.1.1.a.,,Muy urgente,Importante,2 meses,Sencillo,1
101012,6.3.2.,6.1.1.a.,,Muy urgente,Importante,2 meses,Sencillo,1
101012,6.3.2.,6.1.1.a.,,Muy urgente,Importante,2 meses,Sencillo,1
101012,6.1.1.,6.1.1.a.,,Urgente,Importante,2 meses,Sencillo,1
101012,6.1.1.,6.1.1.a.,,Urgente,Importante,2 meses,Sencillo,1
101012,6.1.1.,6.1.1.a.,,Urgente,Importante,2 meses,Sencillo,1
101012,6.1.1.,6.1.1.a.,,Urgente,Importante,2 meses,Sencillo,1
101012,6.1.1.,6.1.1.a.,,Urgente,Importante,2 meses,Sencillo,1
101012,3.3.1.,3.1.1.a.,,Menos urgente,Menos importante,2 meses,Sencillo,1
101012,3.3.1.,3.1.1.a.,,Menos urgente,Menos importante,2 meses,Sencillo,1
101012,3.3.1.,3.1.1.a.,,Menos urgente,Menos importante,2 meses,Sencillo,1
101012,3.3.1.,3.1.1.a.,,Menos urgente,Menos importante,2 meses,Sencillo,1
101012,3.3.1.,3.1.1.a.,,Menos urgente,Menos importante,2 meses,Sencillo,1
101012,3.3.1.,3.1.1.a.,,Menos urgente,Menos importante,2 meses,Sencillo,1
101012,3.3.1.,3.1.1.a.,,Menos urgente,Menos importante,2 meses,Sencillo,1
101012,3.3.1.,3.1.1.a.,,Menos urgente,Menos importante,2 meses,Sencillo,1
101012,3.3.1.,3.1.1.a.,,Menos urgente,Menos importante,2 meses,Sencillo,1
101012,2.2.9.,2.2.7.c.,,Muy urgente,Importante,2 meses,Sencillo,1
101012,2.2.9.,2.2.7.c.,,Muy urgente,Importante,2 meses,Sencillo,1
101012,2.2.9.,2.2.7.c.,,Muy urgente,Importante,2 meses,Sencillo,1
101012,1.1.1.,1.1.1.a.,,Menos urgente,Importante,3 meses,Sencillo,1
101012,2.2.6.,2.2.4.a.,,Muy urgente,Importante,6 meses,Sencillo,1
101012,2.2.6.,2.2.4.a.,,Muy urgente,Importante,6 meses,Sencillo,1
101012,2.2.6.,2.2.4.a.,,Muy urgente,Importante,6 meses,Sencillo,1
101012,2.2.6.,2.2.4.a.,,Muy urgente,Importante,6 meses,Sencillo,1
101012,2.2.6.,2.2.4.a.,,Muy urgente,Importante,6 meses,Sencillo,1
101012,2.2.6.,2.2.4.a.,,Muy urgente,Importante,6 meses,Sencillo,1
101012,3.4.1.,1.2.12.a.,,Urgente,Importante,4 meses,Complejo,1
101012,3.4.1.,1.2.12.a.,,Urgente,Importante,4 meses,Complejo,1
101012,3.4.1.,1.2.12.a.,,Urgente,Importante,4 meses,Complejo,1
101012,3.4.1.,1.2.12.a.,,Urgente,Importante,4 meses,Complejo,1
101012,3.4.1.,1.2.12.a.,,Urgente,Importante,4 meses,Complejo,1
101012,3.4.1.,1.2.12.a.,,Urgente,Importante,4 meses,Complejo,1
101012,3.4.1.,1.2.12.a.,,Urgente,Importante,4 meses,Complejo,1
101018,3.1.1.,3.1.1.d.,A) LA PARTICIPACIÓN. CREACIÓN Y APOYO DE PROYECTOS EMPRESARIALES NO FINANCIEROS EN SU FASE DE DESARROLLO. MEDIANTE LA PARTICIPACIÓN TEMPORAL EN SU CAPITAL Y LA PRESTACIÓN DE CUALESQUIERA SERVICIOS DE CONSULTORÍA Y ASESORAMIENTO (CNAE ACTIVIDAD PRINCIPAL 70.22). B) LA EXPLOTACIÓN POR CUALQUIER MEDIO,Urgente,Muy importante,3 meses,Sencillo,1
101018,3.1.1.,3.1.1.d.,A) LA PARTICIPACIÓN. CREACIÓN Y APOYO DE PROYECTOS EMPRESARIALES NO FINANCIEROS EN SU FASE DE DESARROLLO. MEDIANTE LA PARTICIPACIÓN TEMPORAL EN SU CAPITAL Y LA PRESTACIÓN DE CUALESQUIERA SERVICIOS DE CONSULTORÍA Y ASESORAMIENTO (CNAE ACTIVIDAD PRINCIPAL 70.22). B) LA EXPLOTACIÓN POR CUALQUIER MEDIO,Urgente,Muy importante,3 meses,Sencillo,1
101019,6.3.2.,6.1.1.a.,Prueba Objeto Social,Muy urgente,Importante,2 meses,Sencillo,1
101019,6.3.2.,6.1.1.a.,Prueba Objeto Social,Muy urgente,Importante,2 meses,Sencillo,1
101019,6.3.2.,6.1.1.a.,Prueba Objeto Social,Muy urgente,Importante,2 meses,Sencillo,1
101019,6.3.2.,6.1.1.a.,Prueba Objeto Social,Muy urgente,Importante,2 meses,Sencillo,1
101019,6.3.2.,6.1.1.a.,Prueba Objeto Social,Muy urgente,Importante,2 meses,Sencillo,1
101019,3.1.1.,3.1.1.d.,Prueba Objeto Social,Urgente,Muy importante,3 meses,Sencillo,1
101019,3.1.1.,3.1.1.d.,Prueba Objeto Social,Urgente,Muy importante,3 meses,Sencillo,1
101019,6.3.3.,6.1.1.a.,Prueba Objeto Social,Muy urgente,Muy importante,2 meses,Sencillo,1
101019,6.3.3.,6.1.1.a.,Prueba Objeto Social,Muy urgente,Muy importante,2 meses,Sencillo,1
101019,6.3.3.,6.1.1.a.,Prueba Objeto Social,Muy urgente,Muy importante,2 meses,Sencillo,1
101019,6.3.3.,6.1.1.a.,Prueba Objeto Social,Muy urgente,Muy importante,2 meses,Sencillo,1
101019,6.3.3.,6.1.1.a.,Prueba Objeto Social,Muy urgente,Muy importante,2 meses,Sencillo,1
101019,2.2.9.,2.2.7.c.,Prueba Objeto Social,Muy urgente,Importante,2 meses,Sencillo,1
101019,2.2.9.,2.2.7.c.,Prueba Objeto Social,Muy urgente,Importante,2 meses,Sencillo,1
101019,2.2.9.,2.2.7.c.,Prueba Objeto Social,Muy urgente,Importante,2 meses,Sencillo,1
101019,2.2.6.,2.2.4.a.,Prueba Objeto Social,Muy urgente,Importante,6 meses,Sencillo,1
101019,2.2.6.,2.2.4.a.,Prueba Objeto Social,Muy urgente,Importante,6 meses,Sencillo,1
101019,2.2.6.,2.2.4.a.,Prueba Objeto Social,Muy urgente,Importante,6 meses,Sencillo,1
101019,2.2.6.,2.2.4.a.,Prueba Objeto Social,Muy urgente,Importante,6 meses,Sencillo,1
101019,2.2.6.,2.2.4.a.,Prueba Objeto Social,Muy urgente,Importante,6 meses,Sencillo,1
101019,2.2.6.,2.2.4.a.,Prueba Objeto Social,Muy urgente,Importante,6 meses,Sencillo,1
101019,6.3.4.,6.1.1.a.,Prueba Objeto Social,Muy urgente,Importante,2 meses,Sencillo,1
101019,6.3.4.,6.1.1.a.,Prueba Objeto Social,Muy urgente,Importante,2 meses,Sencillo,1
101019,6.3.4.,6.1.1.a.,Prueba Objeto Social,Muy urgente,Importante,2 meses,Sencillo,1
101019,6.3.4.,6.1.1.a.,Prueba Objeto Social,Muy urgente,Importante,2 meses,Sencillo,1
101019,6.3.4.,6.1.1.a.,Prueba Objeto Social,Muy urgente,Importante,2 meses,Sencillo,1
101019,3.3.1.,3.1.1.a.,Prueba Objeto Social,Menos urgente,Menos importante,2 meses,Sencillo,1
